Product Code,Date,Total_Sales,Organic_Sales,Ad_Sales,Total_Traffic,Organic Traffic,Ad traffic,Overall_Units,Organic_Units,Ad_Units,Ad_Impressions,Ad_Spends
B07CGQW7M55,"April 13, 2024",900,612,0,10,10,0,2,2,0,0,0
B07R4V5W3K9,"April 13, 2024",625,605,0,11,11,0,5,5,0,0,0
B07MQ635T34,"April 13, 2024",650,585,0,38,38,0,1,1,0,82,0
B07R3YRKXM3,"April 13, 2024",645,552,0,11,11,0,3,3,0,40,0
B07MQ62RNX6,"April 13, 2024",600,-25,567,13,7.48,5.52,3,0,3,"1,947",47
B07P6CCH3R5,"April 13, 2024",600,535,0,7,7,0,3,3,0,0,0
B07R4V5NBR5,"April 13, 2024",530,504,0,6,6,0,2,2,0,0,0
B07R3JJYZP6,"April 13, 2024",500,500,0,9,9,0,4,4,0,0,0
B07PBJCK8T6,"April 13, 2024",550,500,0,47,47,0,2,2,0,0,0
B07MSPKHCC7,"April 13, 2024",600,450,0,14,14,0,1,1,0,29,0
B009YQ9AYI7,"April 13, 2024",600,418,0,17,17,0,1,1,0,0,0
B07R4V79GY6,"April 13, 2024",420,394,0,7,7,0,3,3,0,0,0
B07M7DR8HR2,"April 13, 2024",380,362,0,19,19,0,2,2,0,37,0
B07R4XJ54H2,"April 13, 2024",400,356,0,40,40,0,4,4,0,0,0
B07R3WLK685,"April 13, 2024",360,342,0,2,2,0,2,2,0,11,0
B08DNYNV919,"April 13, 2024",400,338,0,3,3,0,2,2,0,0,0
B07R4TQ4362,"April 13, 2024",460,320,0,15,15,0,2,2,0,0,0
B07PBHHXZG5,"April 13, 2024",400,300,0,15,15,0,1,1,0,59,0
B07P8FM88R7,"April 13, 2024",290,290,0,11,11,0,1,1,0,0,0
B07R4XRRRN2,"April 13, 2024",270,284,0,8,7.2,0.8,2,2,0,50,8
B07R3ZHZDL4,"April 13, 2024",300,240,0,29,29,0,2,2,0,8,0
B07F5LPDV79,"April 13, 2024",201.7,202,0,14,14,0,1,1,0,0,0
B07R3YQZKW1,"April 13, 2024",350,198,0,2,2,0,2,2,0,0,0
B07R4WL4474,"April 13, 2024",220,187,0,12,12,0,2,2,0,0,0
B07MJBYT973,"April 13, 2024",200,178,0,9,9,0,1,1,0,0,0
B07HZPSGFS1,"April 13, 2024",69.64,78,0,13,13,0,0,0,0,0,0
B0865X9LPW4,"April 13, 2024",0,0,0,3,3,0,0,0,0,0,0
B07P8FPB576,"April 13, 2024",0,0,0,2,2,0,0,0,0,23,0
B07MJBYM6K2,"April 13, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MJBYPSF2,"April 13, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P9H3FDJ2,"April 13, 2024",0,0,0,0,0,0,0,0,0,0,0
B07F5TV8YM2,"April 13, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R3Z6VZ54,"April 13, 2024",0,0,0,0,0,0,0,0,0,0,0
B07HZQPP737,"April 13, 2024",0,0,0,3,3,0,0,0,0,0,0
B07MJBYPSW5,"April 13, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P9K24MW1,"April 13, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R4TK5RB7,"April 13, 2024",0,0,0,1,1,0,0,0,0,0,0
B07F5LYY254,"April 13, 2024",0,0,0,7,7,0,0,0,0,0,0
B07MMMSXP62,"April 13, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4TV4SF5,"April 13, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4VBSL39,"April 13, 2024",0,0,0,2,2,0,0,0,0,0,0
B07M7DRML55,"April 13, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4VZLB53,"April 13, 2024",0,0,0,12,12,0,0,0,0,0,0
B07PBKKPWY7,"April 13, 2024",0,0,0,3,3,0,0,0,0,0,0
B07HZCYKFM1,"April 13, 2024",0,0,0,20,20,0,0,0,0,0,0
B07PBKLTVD4,"April 13, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P8FKBNZ3,"April 13, 2024",0,0,0,3,3,0,0,0,0,0,0
B009YQACGS9,"April 13, 2024",0,0,0,19,19,0,0,0,0,253,0
B07PCP8B881,"April 13, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P8FLW976,"April 13, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4WMZB37,"April 13, 2024",0,0,0,23,23,0,0,0,0,0,0
B07R4WMQ6R3,"April 13, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R4WYM3D7,"April 13, 2024",0,0,0,9,9,0,0,0,0,0,0
B07R4WHFMS2,"April 13, 2024",0,0,0,2,2,0,0,0,0,0,0
B07MSPG7NJ4,"April 13, 2024",0,0,0,6,6,0,0,0,0,0,0
B07PHYB62D6,"April 13, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4X6FDG1,"April 13, 2024",0,0,0,0,0,0,0,0,0,0,0
B009YDXV9Q4,"April 13, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P6CCGTN8,"April 13, 2024",0,0,0,2,2,0,0,0,0,0,0
B07MFQQJ329,"April 13, 2024",0,0,0,11,11,0,0,0,0,0,0
B07R4XV29D2,"April 13, 2024",0,0,0,20,20,0,0,0,0,0,0
B07P8FNBST4,"April 13, 2024",0,0,0,4,4,0,0,0,0,0,0
B07MJBYFQY9,"April 13, 2024",0,"-1,047","1,047",47,25.18,21.82,0,-6.71,6.71,"9,174",271
B07VKSMD4K6,"April 13, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3ZJDZ11,"April 13, 2024",0,0,0,7,7,0,0,0,0,0,0
B07R3JKC418,"April 13, 2024",0,0,0,8,7.11,0.89,0,0,0,537,8
B07R3ZHFZL8,"April 13, 2024",0,0,0,3,3,0,0,0,0,0,0
B07P8FNG1B5,"April 13, 2024",0,0,0,2,2,0,0,0,0,12,0
B0827NR2R26,"April 13, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3JL7Q51,"April 13, 2024",0,0,0,8,8,0,0,0,0,0,0
B0827TGG5S7,"April 13, 2024",0,0,0,0,0,0,0,0,0,0,0
B07HZPSGFT6,"April 13, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R3JKMJN5,"April 13, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FP4MP7,"April 13, 2024",-389.52,-409,0,0,0,0,-1,-1,0,0,0
B07PBHV6TJ8,"April 13, 2024",-393.33,-413,0,0,0,0,-1,-1,0,0,0
B07F5NCTN28,"April 14, 2024","35,000","17,744","10,356","1,398","1,069.90",328.1,100,62.38,37.62,"91,050","6,401"
B07R3ZKB7D8,"April 14, 2024","28,060","20,228","4,880",678,587.83,90.17,61,45.05,15.95,"29,246","2,505"
B07F5M62172,"April 14, 2024","19,600","15,888",778,734,726.13,7.87,70,68,2,"3,889",79
B07P8FP14D3,"April 14, 2024","15,840","7,168","7,088",637,450.5,186.5,88,44,44,"16,253","1,394"
B07R4XJ3HY1,"April 14, 2024","11,400","1,339","8,921",287,171.36,115.64,19,-8.55,27.55,"23,189","2,685"
B009YQB4ZG7,"April 14, 2024","11,000","7,687","2,213",150,131.77,18.23,20,13,7,"1,077",195
B07F5LZHVL1,"April 14, 2024","11,500","9,102",0,131,130.19,0.81,50,50,0,79,1
B07MSNKFY56,"April 14, 2024","8,250","-1,950","9,728",120,86.62,33.38,22,-29,51,"6,843",417
B07PBJNS5X9,"April 14, 2024","8,000","2,212","4,788",182,114.47,67.53,32,11,21,"13,089","2,433"
B07P9K4G8C2,"April 14, 2024","6,580","4,524","1,734",120,100.29,19.71,14,7,7,"3,643",265
B07PCPQ57N6,"April 14, 2024","6,720","2,218","3,494",222,124.82,97.18,14,3,11,"14,471","1,714"
B07CGNCPKT6,"April 14, 2024","8,100","5,070",537,277,206.41,70.59,30,27,3,"19,336","2,119"
B07MQ635T45,"April 14, 2024","6,510","3,284","2,323",186,143.41,42.59,21,13,8,"5,954",691
B07PBMCH2H1,"April 14, 2024","5,880","-1,174","6,781",258,104.64,153.36,14,-11,25,"23,076","1,838"
B07P6CBN1W6,"April 14, 2024","6,000","5,042",238,120,115.03,4.97,16,15,1,"1,497",98
B07MQ63G912,"April 14, 2024","5,600","4,568",0,177,177,0,8,8,0,427,0
B07MC4N9Z46,"April 14, 2024","5,320","1,420","2,640",268,190.84,77.16,28,10.27,17.73,"20,537",937
B009YF17KE8,"April 14, 2024","4,500","3,960",0,12,12,0,9,9,0,11,0
B07R3ZJRTX8,"April 14, 2024","4,500","2,080","1,740",147,129.46,17.54,20,13.33,6.67,"1,255",79
B07P8FN6T23,"April 14, 2024","4,080","1,606","1,913",197,149.91,47.09,17,7.16,9.84,"19,626",387
B07HZPSGFS1,"April 14, 2024","3,600","3,510",0,19,19,0,4,4,0,0,0
B07HZN2SSH2,"April 14, 2024","4,200","3,360",0,43,43,0,7,7,0,0,0
B07R3ZKHYQ9,"April 14, 2024","3,960","3,344",0,121,119.22,1.78,22,22,0,435,24
B07MC4NLVL3,"April 14, 2024","5,200","3,328",0,28,27.18,0.82,8,8,0,138,13
B07R4WTRN21,"April 14, 2024","5,280","3,013",251,94,82.94,11.06,12,11.08,0.92,460,117
B07HZR2CH33,"April 14, 2024","3,400","1,615","1,615",104,80.06,23.94,10,5,5,"5,228",257
B07R4VLZ379,"April 14, 2024","4,080","3,224",0,68,68,0,24,24,0,74,0
B07MQ62Z8H9,"April 14, 2024","3,510","2,754",0,95,95,0,18,18,0,59,0
B07MC4N1WR6,"April 14, 2024","3,040",-191,"2,775",160,130.27,29.73,19,6,13,"4,942",192
B07MQ635T34,"April 14, 2024","2,600","2,340",0,38,38,0,4,4,0,88,0
B07R4VDDG12,"April 14, 2024","2,760","1,520",760,80,75.56,4.44,12,8,4,361,39
B009XH17FS7,"April 14, 2024","2,800","1,981",283,49,29.4,19.6,8,7,1,"7,225",215
B07HZCYKFM1,"April 14, 2024","2,400","2,250",0,20,20,0,3,3,0,0,0
B07P9K4N5W2,"April 14, 2024","2,750","2,100",0,50,50,0,10,10,0,0,0
B07R3ZJTTQ6,"April 14, 2024","2,030","1,363",590,23,22.15,0.85,7,3,4,64,13
B07MFQQJ329,"April 14, 2024","2,100","1,950",0,13,13,0,3,3,0,0,0
B07F5M3K1Y9,"April 14, 2024","2,160","1,144",776,59,45.38,13.62,12,9,3,"3,531",167
B07R3TV8M37,"April 14, 2024","2,200","1,660",0,82,82,0,10,10,0,0,0
B0823RGLLS2,"April 14, 2024","2,080","1,571",0,85,68.72,16.28,4,4,0,"6,572",179
B07SD4XCWV5,"April 14, 2024","1,925","1,397",140,51,46.6,4.4,11,10,1,920,47
B0DNMQVKFL5,"April 14, 2024","2,870","1,092",358,192,174.43,17.57,7,5.6,1.4,"5,350",363
B07P9H4S9P5,"April 14, 2024","1,400","1,400",0,21,20.13,0.88,7,7,0,36,2
B07R4XV29D2,"April 14, 2024","1,650","1,350",0,10,10,0,10,10,0,0,0
B07P8LWZ3L1,"April 14, 2024","1,530","1,350",0,12,12,0,3,3,0,0,0
B07P79D4LX8,"April 14, 2024","1,320","1,026",228,67,65.3,1.7,11,9,2,204,9
B07R3ZJHJ37,"April 14, 2024","1,530","1,254",0,23,22.08,0.92,9,9,0,70,5
B07MJBYT973,"April 14, 2024","1,400","1,246",0,24,24,0,7,7,0,0,0
B07P8FP3MN7,"April 14, 2024","1,290","1,200",0,25,25,0,3,3,0,12,0
B07MLXCYC83,"April 14, 2024","1,300","1,170",0,11,10.08,0.92,2,2,0,55,5
B07R4V5W3K9,"April 14, 2024","1,250","1,168",0,14,14,0,10,10,0,0,0
B0827TD1548,"April 14, 2024","1,470","1,120",0,28,28,0,7,7,0,129,0
B07F5RZWH46,"April 14, 2024","1,200","1,102",0,32,32,0,3,3,0,0,0
B07PBLHPN85,"April 14, 2024","1,100","1,100",0,24,24,0,4,4,0,66,0
B07HZQN4SF7,"April 14, 2024","1,170","1,080",0,3,3,0,3,3,0,18,0
B07R4WMZB37,"April 14, 2024","1,080","1,024",0,21,21,0,8,8,0,0,0
B07R3ZHZDL4,"April 14, 2024","1,200",961,0,25,25,0,8,8,0,9,0
B07R4WHFG21,"April 14, 2024","1,050",960,0,37,37,0,6,6,0,0,0
B07MJBYFQY9,"April 14, 2024","1,000",225,675,44,32.15,11.85,4,1,3,"8,062",130
B07PBJTHK76,"April 14, 2024","1,100",850,0,62,61.14,0.86,5,5,0,138,5
B07R3ZFCZ48,"April 14, 2024",960,840,0,17,16.26,0.74,6,6,0,65,2
B0855D88PV4,"April 14, 2024",900,723,0,46,46,0,4,4,0,0,0
B07P6CCH3R5,"April 14, 2024",800,714,0,4,4,0,4,4,0,0,0
B07R4W54L84,"April 14, 2024",700,633,0,37,37,0,7,7,0,0,0
B07HZQPP737,"April 14, 2024",650,618,0,1,1,0,1,1,0,0,0
B07MQ62RNX6,"April 14, 2024",600,-175,706,24,16.94,7.06,3,-0.82,3.82,"1,410",55
B07R3ZJDZ11,"April 14, 2024",600,520,0,12,12,0,4,4,0,0,0
B07R3ZHFZL8,"April 14, 2024",450,449,0,6,6,0,1,1,0,0,0
B009YQC4FK4,"April 14, 2024",500,430,0,2,2,0,1,1,0,0,0
B009YQ9AYI7,"April 14, 2024",600,418,0,37,37,0,1,1,0,0,0
B07P8FP4MP7,"April 14, 2024",430,409,0,7,7,0,1,1,0,0,0
B07R4XJ54H2,"April 14, 2024",400,356,0,23,23,0,4,4,0,0,0
B07R3WLK685,"April 14, 2024",360,342,0,3,2.57,0.43,2,2,0,5,1
B08DNYNV919,"April 14, 2024",400,338,0,3,3,0,2,2,0,0,0
B07R4TQ4362,"April 14, 2024",460,320,0,13,13,0,2,2,0,0,0
B07F5LYY254,"April 14, 2024",320,304,0,3,3,0,4,4,0,0,0
B07HZNLDVV8,"April 14, 2024",360,300,0,8,8,0,1,1,0,0,0
B07R3JJGYW2,"April 14, 2024",310,295,0,2,2,0,1,1,0,0,0
B07P8FM88R7,"April 14, 2024",290,290,0,13,13,0,1,1,0,0,0
B07R4XRRRN2,"April 14, 2024",270,284,0,8,8,0,2,2,0,38,0
B07R4TTH217,"April 14, 2024",360,278,0,10,10,0,2,2,0,0,0
B07R4W6SXD9,"April 14, 2024",300,260,0,8,8,0,2,2,0,0,0
B07PBJCK8T6,"April 14, 2024",275,250,0,33,33,0,1,1,0,0,0
B07P8FPC3Y2,"April 14, 2024",280,250,0,9,9,0,2,2,0,0,0
B07R3JJYZP6,"April 14, 2024",250,250,0,3,3,0,2,2,0,0,0
B07MFQQJ297,"April 14, 2024",280,230,0,18,18,0,2,2,0,16,0
B07P9K4XCL2,"April 14, 2024",245,225,0,9,9,0,1,1,0,4,0
B07R3YQZKW1,"April 14, 2024",350,198,0,2,2,0,2,2,0,0,0
B07R4WL4474,"April 14, 2024",220,187,0,13,13,0,2,2,0,0,0
B07MJBYM6K2,"April 14, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FPB576,"April 14, 2024",0,0,0,10,10,0,0,0,0,8,0
B07HZPSGFT6,"April 14, 2024",0,0,0,1,1,0,0,0,0,0,0
B07F5LPDV79,"April 14, 2024",0,0,0,15,15,0,0,0,0,0,0
B07F5TV8YM2,"April 14, 2024",0,0,0,5,5,0,0,0,0,0,0
B07MJBYPSF2,"April 14, 2024",0,0,0,3,3,0,0,0,0,0,0
B0865X9LPW4,"April 14, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P9H3FDJ2,"April 14, 2024",0,0,0,3,3,0,0,0,0,0,0
B07MJBYPSW5,"April 14, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P9K24MW1,"April 14, 2024",0,0,0,4,4,0,0,0,0,0,0
B07PBHHXZG5,"April 14, 2024",0,0,0,12,12,0,0,0,0,36,0
B07MMMSXP62,"April 14, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PBHV6TJ8,"April 14, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R4V5NBR5,"April 14, 2024",0,0,0,5,5,0,0,0,0,0,0
B009YQACGS9,"April 14, 2024",0,0,0,21,21,0,0,0,0,225,0
B07HKF39CM8,"April 14, 2024",0,0,0,56,54.3,1.7,0,0,0,996,21
B07M7DR8HR2,"April 14, 2024",0,0,0,18,18,0,0,0,0,54,0
B07PBJZ6C74,"April 14, 2024",0,0,0,12,11,1,0,0,0,99,4
B07R4VZLB53,"April 14, 2024",0,0,0,12,12,0,0,0,0,0,0
B07PBKKPWY7,"April 14, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4W3SXJ5,"April 14, 2024",0,0,0,9,9,0,0,0,0,0,0
B07M7DRML55,"April 14, 2024",0,0,0,0,0,0,0,0,0,0,0
B07PBKLTVD4,"April 14, 2024",0,0,0,2,2,0,0,0,0,0,0
B07CGQW7M55,"April 14, 2024",0,0,0,7,7,0,0,0,0,0,0
B07PCP8B881,"April 14, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MSPG7NJ4,"April 14, 2024",0,0,0,9,9,0,0,0,0,0,0
B07R4WMQ6R3,"April 14, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P8FKBNZ3,"April 14, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4WYM3D7,"April 14, 2024",0,0,0,5,5,0,0,0,0,0,0
B07R4WHFMS2,"April 14, 2024",0,0,0,6,6,0,0,0,0,0,0
B07P8FLW976,"April 14, 2024",0,0,0,1,1,0,0,0,0,0,0
B07PHYB62D6,"April 14, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4WBMSW6,"April 14, 2024",0,0,0,10,10,0,0,0,0,48,0
B07R4X6FDG1,"April 14, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P6CD2JZ5,"April 14, 2024",0,0,0,5,5,0,0,0,0,30,0
B07R4VBSL39,"April 14, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R4V79GY6,"April 14, 2024",0,0,0,3,3,0,0,0,0,0,0
B07P6CCGTN8,"April 14, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4TV4SF5,"April 14, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FNBST4,"April 14, 2024",0,0,0,3,3,0,0,0,0,0,0
B07R4TK5RB7,"April 14, 2024",0,0,0,2,2,0,0,0,0,0,0
B07MSPKHCC7,"April 14, 2024",0,0,0,11,11,0,0,0,0,15,0
B07MSQ5PKK1,"April 14, 2024",0,0,0,12,9,3,0,0,0,438,20
B07VKSMD4K6,"April 14, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FNG1B5,"April 14, 2024",0,0,0,5,4.69,0.31,0,0,0,10,0
B07R3JKC418,"April 14, 2024",0,0,0,4,4,0,0,0,0,165,0
B07R3Z6VZ54,"April 14, 2024",0,0,0,3,3,0,0,0,0,0,0
B0827NR2R26,"April 14, 2024",0,0,0,0,0,0,0,0,0,0,0
B009YDXV9Q4,"April 14, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3JL7Q51,"April 14, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R3JKMJN5,"April 14, 2024",0,0,0,2,2,0,0,0,0,0,0
B0827TGG5S7,"April 14, 2024",0,0,0,1,1,0,0,0,0,0,0
B07CGSNRC16,"April 14, 2024",0,0,0,13,13,0,0,0,0,8,0
B07R3YRKXM3,"April 14, 2024",-525.72,-552,0,3,2,1,-3,-3,0,42,6
B07R3ZKB7D8,"April 15, 2024","36,800","20,244","9,623",711,599.2,111.8,80,52,28,"27,554","3,073"
B07F5NCTN28,"April 15, 2024","35,000","17,857","10,067","1,381","1,023.55",357.45,100,62.75,37.25,"67,943","8,190"
B07F5M62172,"April 15, 2024","25,200","21,192",228,746,735.99,10.01,90,89,1,"4,147",89
B07R4XJ3HY1,"April 15, 2024","14,400","-2,592","15,552",276,155.74,120.26,24,-21,45,"29,765","3,256"
B07MQ635T45,"April 15, 2024","12,090","9,345","1,068",187,153,34,39,35,4,"7,504",454
B07P8FP14D3,"April 15, 2024","10,980","4,192","5,690",657,440.66,216.34,61,27,34,"17,577","1,716"
B07PBJNS5X9,"April 15, 2024","9,750","4,515","3,875",219,124.65,94.35,39,21,18,"16,026","4,230"
B07PBMCH2H1,"April 15, 2024","8,820",9,"8,370",219,97.23,121.77,21,-5,26,"20,853","1,504"
B07HZR2CH33,"April 15, 2024","7,140","4,571","2,212",98,81.53,16.47,21,14.32,6.68,"5,152",175
B07MSNKFY56,"April 15, 2024","7,125","4,668","2,096",92,65.26,26.74,19,12.67,6.33,"6,396",358
B07F5LZHVL1,"April 15, 2024","8,280","6,534",0,150,149.16,0.84,36,36,0,75,3
B009YQB4ZG7,"April 15, 2024","7,150","5,445",990,98,84,14,13,11,2,"1,087",143
B07PCPQ57N6,"April 15, 2024","7,200","2,244","3,876",207,103.97,103.03,15,3,12,"16,728","1,664"
B07MQ635T34,"April 15, 2024","5,850","4,702",563,50,49.07,0.93,9,6,3,173,20
B07F5M3K1Y9,"April 15, 2024","5,400","4,151",649,73,53.65,19.35,30,25.95,4.05,"6,205",224
B07MC4N9Z46,"April 15, 2024","6,080","1,432","3,144",281,183.18,97.82,32,14,18,"24,877","1,280"
B07MC4NLVL3,"April 15, 2024","7,150","4,160",416,45,42.3,2.7,11,10,1,198,60
B07P9K4G8C2,"April 15, 2024","4,700",846,"3,624",115,88.9,26.1,10,0,10,"4,538",317
B07P6CBN1W6,"April 15, 2024","4,875","4,290",0,122,118.44,3.56,13,13,0,595,29
B07MC4N1WR6,"April 15, 2024","4,640","1,223","2,721",152,114.45,37.55,29,13,16,"5,838",287
B0823RGLLS2,"April 15, 2024","4,680","3,017",511,75,60.67,14.33,9,6,3,"4,353",163
B07MLXCYC83,"April 15, 2024","3,900","3,510",0,8,6.22,1.78,6,6,0,92,17
B009YQC4FK4,"April 15, 2024","4,000","3,440",0,14,14,0,8,8,0,0,0
B0827TD1548,"April 15, 2024","4,410","2,880",480,43,39.34,3.66,21,18,3,79,61
B07R3ZKHYQ9,"April 15, 2024","3,780","3,192",0,116,116,0,21,21,0,383,0
B07MQ63G912,"April 15, 2024","3,500","2,855",0,153,147.9,5.1,5,5,0,547,18
B0DNMQVKFL5,"April 15, 2024","4,920","1,970",796,215,194.19,20.81,12,7.2,4.8,"8,303",466
B07HZPSGFS1,"April 15, 2024","2,700","2,700",0,20,20,0,3,3,0,0,0
B07P8FN6T23,"April 15, 2024","3,120",954,"1,737",207,153.58,53.42,13,5.47,7.53,"24,943",406
B009YF17KE8,"April 15, 2024","3,000","2,640",0,25,24.14,0.86,6,6,0,9,16
B07CGNCPKT6,"April 15, 2024","3,780",605,"1,901",235,162.28,72.72,14,5,9,"22,881","2,469"
B07R4VDDG12,"April 15, 2024","2,760","1,900",380,60,51.18,8.82,12,10,2,386,75
B07R4WTRN21,"April 15, 2024","3,520","1,356",820,79,72.99,6.01,8,4,4,813,55
B07P9K4N5W2,"April 15, 2024","2,750","2,100",0,44,44,0,10,10,0,0,0
B07PBJTHK76,"April 15, 2024","2,640","2,040",0,42,42,0,12,12,0,122,0
B07MFQQJ329,"April 15, 2024","2,100","1,950",0,22,22,0,3,3,0,0,0
B07R3TV8M37,"April 15, 2024","2,420","1,826",0,62,62,0,11,11,0,0,0
B07R3YRKXM3,"April 15, 2024","2,150","1,760",0,13,13,0,10,10,0,18,0
B07PBJCK8T6,"April 15, 2024","1,925","1,750",0,44,44,0,7,7,0,0,0
B07HZQN4SF7,"April 15, 2024","1,560",140,"1,292",11,10.27,0.73,4,1,3,48,4
B07R3ZHZDL4,"April 15, 2024","1,500","1,201",0,30,30,0,10,10,0,7,0
B07HZNLDVV8,"April 15, 2024","1,440","1,200",0,16,16,0,4,4,0,0,0
B009XH17FS7,"April 15, 2024","1,400",-33,"1,165",50,26.36,23.64,4,0,4,"6,845",258
B07MJBYFQY9,"April 15, 2024","1,250",900,225,43,26.17,16.83,5,4,1,"13,109",208
B07SD4XCWV5,"April 15, 2024","1,400","1,118",0,75,68.52,6.48,8,8,0,"1,374",45
B07F5RZWH46,"April 15, 2024","1,200","1,102",0,41,41,0,3,3,0,0,0
B07P6CCGTN8,"April 15, 2024","1,400","1,100",0,9,9,0,2,2,0,0,0
B07M7DR8HR2,"April 15, 2024","1,140","1,086",0,30,30,0,6,6,0,59,0
B0855D88PV4,"April 15, 2024","1,350","1,084",0,53,53,0,6,6,0,0,0
B009YQACGS9,"April 15, 2024","1,350",662,421,12,11.14,0.86,3,2,1,144,14
B07R4XV29D2,"April 15, 2024","1,320","1,080",0,33,33,0,8,8,0,0,0
B07R4WL4474,"April 15, 2024","1,210","1,028",0,10,10,0,11,11,0,0,0
B07P79D4LX8,"April 15, 2024","1,080","1,026",0,46,46,0,9,9,0,146,0
B07R4WMZB37,"April 15, 2024","1,080","1,024",0,14,14,0,8,8,0,0,0
B07R4VLZ379,"April 15, 2024","1,190",980,0,78,77.08,0.92,7,7,0,85,9
B07HZN2SSH2,"April 15, 2024","1,200",960,0,30,30,0,2,2,0,0,0
B07MFQQJ297,"April 15, 2024","1,120",920,0,18,18,0,8,8,0,20,0
B07MQ62Z8H9,"April 15, 2024","1,170",918,0,73,73,0,6,6,0,56,0
B07R3ZJHJ37,"April 15, 2024","1,020",836,0,21,21,0,6,6,0,82,0
B07P8FP3MN7,"April 15, 2024",860,800,0,9,9,0,2,2,0,15,0
B07R3JKMJN5,"April 15, 2024",840,780,0,4,4,0,6,6,0,0,0
B07R4W54L84,"April 15, 2024",800,641,0,46,46,0,8,8,0,0,0
B07R4TQ4362,"April 15, 2024",920,640,0,8,8,0,4,4,0,0,0
B07R4W3SXJ5,"April 15, 2024",720,640,0,32,32,0,4,4,0,0,0
B07HZQPP737,"April 15, 2024",650,626,0,6,6,0,1,1,0,0,0
B07R3JJGYW2,"April 15, 2024",620,590,0,6,6,0,2,2,0,0,0
B07R3ZJTTQ6,"April 15, 2024",580,558,0,16,14.12,1.88,2,2,0,38,7
B07PBLHPN85,"April 15, 2024",550,550,0,45,44.13,0.87,2,2,0,71,2
B07R4XJ54H2,"April 15, 2024",600,534,0,60,60,0,6,6,0,0,0
B07R4V5NBR5,"April 15, 2024",530,504,0,12,12,0,2,2,0,0,0
B07MSPG7NJ4,"April 15, 2024",600,500,0,8,8,0,1,1,0,0,0
B07R4WHFG21,"April 15, 2024",525,480,0,24,24,0,3,3,0,0,0
B07R3Z6VZ54,"April 15, 2024",430,452,0,1,1,0,2,2,0,0,0
B07MSPKHCC7,"April 15, 2024",600,450,0,2,2,0,1,1,0,22,0
B07P8LWZ3L1,"April 15, 2024",510,450,0,19,19,0,1,1,0,0,0
B07R3ZHFZL8,"April 15, 2024",450,449,0,2,2,0,1,1,0,0,0
B07PBJZ6C74,"April 15, 2024",400,387,0,4,4,0,1,1,0,44,0
B07R3ZJRTX8,"April 15, 2024",450,382,0,118,95.88,22.13,2,2,0,"1,876",106
B07MJBYT973,"April 15, 2024",400,356,0,8,8,0,2,2,0,0,0
B07MQ62RNX6,"April 15, 2024",400,190,164,17,12.17,4.83,2,1.25,0.75,"2,300",43
B07R4WYM3D7,"April 15, 2024",350,332,0,5,5,0,2,2,0,0,0
B07R4XRRRN2,"April 15, 2024",270,284,0,12,12,0,2,2,0,54,0
B07R3ZFCZ48,"April 15, 2024",320,280,0,11,11,0,2,2,0,54,0
B07R4W6SXD9,"April 15, 2024",300,260,0,9,9,0,2,2,0,0,0
B07P6CD2JZ5,"April 15, 2024",260,260,0,5,4,1,2,2,0,29,18
B07P9K4XCL2,"April 15, 2024",245,225,0,10,10,0,1,1,0,6,0
B07R4WMQ6R3,"April 15, 2024",220,206,0,5,5,0,1,1,0,0,0
B07P9H4S9P5,"April 15, 2024",200,200,0,13,13,0,1,1,0,28,0
B07R4V5W3K9,"April 15, 2024",250,200,0,7,7,0,2,2,0,0,0
