Product Code,Date,Total_Sales,Organic_Sales,Ad_Sales,Total_Traffic,Organic Traffic,Ad traffic,Overall_Units,Organic_Units,Ad_Units,Ad_Impressions,Ad_Spends
B07HZPSGFT6,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3JL7Q51,"May 28, 2024",0,0,0,4,4,0,0,0,0,0,0
B0827TGG5S7,"May 28, 2024",0,0,0,0,0,0,0,0,0,0,0
B07CGSNRC16,"May 28, 2024",0,0,0,10,10,0,0,0,0,9,0
B07HZN2SSH2,"May 28, 2024",0,-80,0,15,14.21,0.79,0,0,0,342,6
B07PBJZ6C74,"May 28, 2024",-365.71,-384,0,11,10,1,-1,-1,0,188,12
B009YDXV9Q4,"May 28, 2024",-357.14,-400,0,0,0,0,-2,-2,0,0,0
B07MQ63G912,"May 28, 2024",-495.54,-555,0,78,76.32,1.68,-1,-1,0,511,3
B07MQ635T45,"May 28, 2024","-1,508.59","-1,816",232,93,78.96,14.04,-6,-6.88,0.88,"3,235",183
B07F5NCTN28,"May 29, 2024","31,500","17,813","6,109",753,555.07,197.93,90,68,22,"42,742","3,894"
B07F5M62172,"May 29, 2024","24,920","19,965","1,217",696,682.08,13.92,89,86,3,"2,904",99
B07R3ZKB7D8,"May 29, 2024","22,080","13,487","6,553",453,380.52,72.48,48,31.35,16.65,"19,265","2,506"
B07PCPQ57N6,"May 29, 2024","13,920","4,620","7,908",150,99.71,50.29,29,10,19,"5,105",663
B07R4XJ3HY1,"May 29, 2024","12,600",-454,"11,794",190,96.28,93.72,21,-14,35,"13,396","3,319"
B07MQ63G912,"May 29, 2024","7,700","6,985",0,61,58.49,2.51,11,11,0,324,18
B07P8FP14D3,"May 29, 2024","7,200","4,382","2,458",491,348,143,40,25,15,"11,700","1,072"
B07P9K4G8C2,"May 29, 2024","8,460","4,081","2,039",128,113.78,14.22,18,11,7,"2,256",143
B07HZR2CH33,"May 29, 2024","6,120","5,153",644,55,43.84,11.16,18,16,2,"2,508",95
B07MSNKFY56,"May 29, 2024","6,000","2,848","2,848",90,72.69,17.31,16,8,8,"3,121",287
B07PBJNS5X9,"May 29, 2024","5,750",497,"4,425",120,85.82,34.18,23,4,19,"6,906","1,510"
B07MC4N1WR6,"May 29, 2024","5,760","1,066","3,830",114,92.17,21.83,36,14,22,"2,182",141
B07F5LZHVL1,"May 29, 2024","5,290","4,768",0,120,118.45,1.55,23,23,0,132,27
B07P6CBN1W6,"May 29, 2024","4,875","3,960",330,164,117.9,46.1,13,12,1,"14,428",635
B07F5M3K1Y9,"May 29, 2024","4,500","2,699","1,277",77,61.75,15.25,25,17,8,"2,414",209
B009YF17KE8,"May 29, 2024","4,500","3,960",0,7,6.56,0.44,9,9,0,13,9
B07P8FN6T23,"May 29, 2024","3,840","2,160","1,680",138,119.37,18.63,16,9,7,"4,629",154
B07R3ZJTTQ6,"May 29, 2024","4,930","3,740",0,21,21,0,17,17,0,105,0
B07R3ZJRTX8,"May 29, 2024","4,275","2,497","1,132",103,91.56,11.44,19,13,6,732,65
B07MQ635T45,"May 29, 2024","4,030","2,610",822,105,85,20,13,10,3,"2,333",188
B07MC4NLVL3,"May 29, 2024","4,550","3,367",0,33,32.08,0.92,7,7,0,169,26
B07R3ZKHYQ9,"May 29, 2024","3,960","2,630",718,108,86.06,21.94,22,17,5,"3,810",212
B07PBMCH2H1,"May 29, 2024","3,360","3,192",0,101,101,0,8,8,0,0,0
B07MC4N9Z46,"May 29, 2024","3,420",208,"2,870",187,154.79,32.21,18,3.6,14.4,"8,997",439
B07R4WTRN21,"May 29, 2024","3,520","1,520","1,520",28,17.38,10.62,8,4,4,409,112
B009YQB4ZG7,"May 29, 2024","3,300","1,980",990,64,52.87,11.13,6,4,2,567,52
B07MFQQJ297,"May 29, 2024","3,220","2,575",70,37,37,0,23,22.21,0.79,107,0
B07CGNCPKT6,"May 29, 2024","3,240","1,176","1,260",140,103.98,36.02,12,6,6,"9,096",664
B07HZQN4SF7,"May 29, 2024","2,340","2,148",0,9,9,0,6,6,0,35,0
B009YQACGS9,"May 29, 2024","2,250",246,"1,779",19,14.68,4.32,5,2,3,644,21
B07P8FP3MN7,"May 29, 2024","2,150","2,000",0,17,17,0,5,5,0,26,0
B07SD4XCWV5,"May 29, 2024","2,450","1,968",0,50,47.22,2.78,14,14,0,794,19
B07PBJTHK76,"May 29, 2024","2,640","1,932",0,54,54,0,12,12,0,244,0
B009YQC4FK4,"May 29, 2024","2,000","1,900",0,1,1,0,4,4,0,0,0
B0DNMQVKFL5,"May 29, 2024","2,870",806,907,55,36.95,18.05,7,4,3,"5,498",385
B07MQ62Z8H9,"May 29, 2024","1,755","1,609",0,51,50.15,0.85,9,9,0,90,5
B0827TD1548,"May 29, 2024","2,100","1,600",0,38,37.16,0.84,10,10,0,187,3
B07R4W6SXD9,"May 29, 2024","1,800","1,560",0,18,18,0,12,12,0,0,0
B07R4W54L84,"May 29, 2024","1,700","1,498",0,16,16,0,17,17,0,0,0
B07R3JJGYW2,"May 29, 2024","1,550","1,475",0,5,5,0,5,5,0,0,0
B07R4XRRRN2,"May 29, 2024","1,485","1,328",0,13,13,0,11,11,0,69,0
B07PBJZ6C74,"May 29, 2024","1,200","1,170",0,19,18,1,3,3,0,87,5
B07R3ZHZDL4,"May 29, 2024","1,200",840,240,24,14.07,9.93,8,6.22,1.78,701,175
B07HZN2SSH2,"May 29, 2024","1,200","1,020",0,25,24.17,0.83,2,2,0,322,7
B07R3TV8M37,"May 29, 2024","1,100",990,0,59,59,0,5,5,0,0,0
B07R3ZJHJ37,"May 29, 2024","1,190",981,0,16,15.11,0.89,7,7,0,164,6
B07R4XV29D2,"May 29, 2024","1,155",945,0,10,10,0,7,7,0,0,0
B07HZPSGFS1,"May 29, 2024",900,866,0,9,9,0,1,1,0,0,0
B07R4VDDG12,"May 29, 2024",920,-232,992,37,29.6,7.4,4,-1,5,272,56
B07PBJCK8T6,"May 29, 2024",825,750,0,34,34,0,3,3,0,0,0
B07HZCYKFM1,"May 29, 2024",800,747,0,4,4,0,1,1,0,0,0
B07R3YRKXM3,"May 29, 2024",860,700,0,11,10.08,0.92,4,4,0,127,16
B07P79D4LX8,"May 29, 2024",720,684,0,25,24.22,0.78,6,6,0,302,2
B07MJBYFQY9,"May 29, 2024",750,452,226,43,32.05,10.95,3,2,1,"6,706",97
B009XH17FS7,"May 29, 2024",700,666,0,29,21.27,7.73,2,2,0,"1,843",46
B07MFQQJ329,"May 29, 2024",700,650,0,6,6,0,1,1,0,0,0
B07HZQPP737,"May 29, 2024",650,617,0,7,7,0,1,1,0,0,0
B07PBKKPWY7,"May 29, 2024",780,570,0,13,13,0,2,2,0,0,0
B07MQ62RNX6,"May 29, 2024",600,471,72,10,8.59,1.41,3,2.54,0.46,514,10
B0855D88PV4,"May 29, 2024",675,175,367,45,30,15,3,0.75,2.25,"3,615",157
B07R3JKMJN5,"May 29, 2024",560,520,0,3,3,0,4,4,0,0,0
B009YQ9AYI7,"May 29, 2024",600,499,0,29,29,0,1,1,0,0,0
B07P8LWZ3L1,"May 29, 2024",510,450,0,21,21,0,1,1,0,0,0
B07MMMSXP62,"May 29, 2024",500,425,0,6,6,0,1,1,0,0,0
B07R3ZFCZ48,"May 29, 2024",480,420,0,12,12,0,3,3,0,162,0
B07R4WL4474,"May 29, 2024",440,374,0,6,6,0,4,4,0,0,0
B07M7DR8HR2,"May 29, 2024",380,362,0,24,23.12,0.88,2,2,0,86,3
B07F5RZWH46,"May 29, 2024",400,361,0,53,53,0,1,1,0,0,0
B07R4X6FDG1,"May 29, 2024",405,345,0,1,1,0,3,3,0,0,0
B07R4WYM3D7,"May 29, 2024",350,332,0,12,12,0,2,2,0,0,0
B07R4VLZ379,"May 29, 2024",340,322,0,53,53,0,2,2,0,45,0
B07PBHHXZG5,"May 29, 2024",400,300,0,2,2,0,1,1,0,109,0
B07MSQ5PKK1,"May 29, 2024",340,300,0,6,6,0,2,2,0,0,0
B07HZNLDVV8,"May 29, 2024",360,300,0,2,2,0,1,1,0,0,0
B07R4XJ54H2,"May 29, 2024",300,267,0,17,17,0,3,3,0,0,0
B07R3ZJDZ11,"May 29, 2024",300,260,0,13,13,0,2,2,0,0,0
B07R4WMZB37,"May 29, 2024",270,256,0,13,13,0,2,2,0,0,0
B07HZPSGFT6,"May 29, 2024",280,253,0,2,2,0,1,1,0,0,0
B07P8FPC3Y2,"May 29, 2024",280,250,0,12,12,0,2,2,0,0,0
B07P6CD2JZ5,"May 29, 2024",260,240,0,3,3,0,2,2,0,38,0
B07P9K4XCL2,"May 29, 2024",245,225,0,8,8,0,1,1,0,11,0
B07P9K4N5W2,"May 29, 2024",275,205,0,19,19,0,1,1,0,0,0
B07F5LPDV79,"May 29, 2024",200.85,201,0,13,13,0,1,1,0,0,0
B07P9H4S9P5,"May 29, 2024",200,200,0,17,15.38,1.62,1,1,0,120,3
B07MJBYT973,"May 29, 2024",200,151,0,12,12,0,1,1,0,0,0
B07F5LYY254,"May 29, 2024",80,71,0,0,0,0,1,1,0,0,0
B08DNYNV919,"May 29, 2024",0,0,0,1,1,0,0,0,0,0,0
B0865X9LPW4,"May 29, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MJBYM6K2,"May 29, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FPB576,"May 29, 2024",0,0,0,4,4,0,0,0,0,18,0
B07F5TV8YM2,"May 29, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P8FP4MP7,"May 29, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R3WLK685,"May 29, 2024",0,0,0,3,3,0,0,0,0,24,0
B07P9H3FDJ2,"May 29, 2024",0,0,0,2,2,0,0,0,0,0,0
B07MJBYPSF2,"May 29, 2024",0,0,0,1,1,0,0,0,0,0,0
B07MJBYPSW5,"May 29, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P9K24MW1,"May 29, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MLXCYC83,"May 29, 2024",0,0,0,9,9,0,0,0,0,48,0
B07R4TTH217,"May 29, 2024",0,0,0,1,1,0,0,0,0,0,0
B07PBHV6TJ8,"May 29, 2024",0,0,0,5,5,0,0,0,0,0,0
B07HKF39CM8,"May 29, 2024",0,0,0,69,68.13,0.87,0,0,0,"1,874",10
B07R4TV4SF5,"May 29, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4VBSL39,"May 29, 2024",0,0,0,2,2,0,0,0,0,0,0
B07MQ635T34,"May 29, 2024",0,0,0,33,33,0,0,0,0,164,0
B07CGQW7M55,"May 29, 2024",0,0,0,9,9,0,0,0,0,0,0
B07R4WBMSW6,"May 29, 2024",0,0,0,2,2,0,0,0,0,15,0
B07PBKLTVD4,"May 29, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4WHFG21,"May 29, 2024",0,0,0,17,17,0,0,0,0,0,0
B07PCP8B881,"May 29, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4WMQ6R3,"May 29, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MSPG7NJ4,"May 29, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P8FLW976,"May 29, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FKBNZ3,"May 29, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4WHFMS2,"May 29, 2024",0,0,0,1,1,0,0,0,0,0,0
B07P8FM88R7,"May 29, 2024",0,0,0,1,1,0,0,0,0,0,0
B07PHYB62D6,"May 29, 2024",0,0,0,2,2,0,0,0,0,0,0
B07M7DRML55,"May 29, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R4W3SXJ5,"May 29, 2024",0,0,0,8,8,0,0,0,0,0,0
B07R4VZLB53,"May 29, 2024",0,0,0,8,8,0,0,0,0,0,0
B07P6CCH3R5,"May 29, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4V79GY6,"May 29, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4V5W3K9,"May 29, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4V5NBR5,"May 29, 2024",0,0,0,6,6,0,0,0,0,0,0
B009YDXV9Q4,"May 29, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4TQ4362,"May 29, 2024",0,0,0,7,7,0,0,0,0,0,0
B07R4TK5RB7,"May 29, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MSPKHCC7,"May 29, 2024",0,0,0,2,2,0,0,0,0,42,0
B07VKSMD4K6,"May 29, 2024",0,0,0,13,13,0,0,0,0,0,0
B07R3JJYZP6,"May 29, 2024",0,0,0,3,3,0,0,0,0,0,0
B07P8FNG1B5,"May 29, 2024",0,0,0,7,7,0,0,0,0,19,0
B07VQQ4QTM2,"May 29, 2024",0,0,0,0,-2,2,0,0,0,99,14
B07R3ZHFZL8,"May 29, 2024",0,0,0,0,0,0,0,0,0,0,0
B0823RGLLS2,"May 29, 2024",0,0,0,0,0,0,0,0,0,10,0
B07R3Z6VZ54,"May 29, 2024",0,0,0,6,6,0,0,0,0,0,0
B0827NR2R26,"May 29, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R3YQZKW1,"May 29, 2024",0,0,0,10,10,0,0,0,0,0,0
B07R3JKC418,"May 29, 2024",0,0,0,5,5,0,0,0,0,0,0
B07R3JL7Q51,"May 29, 2024",0,0,0,4,4,0,0,0,0,0,0
B0827TGG5S7,"May 29, 2024",0,0,0,0,0,0,0,0,0,0,0
B07CGSNRC16,"May 29, 2024",0,0,0,6,6,0,0,0,0,5,0
B07PBLHPN85,"May 29, 2024",-190.48,-200,0,31,31,0,-1,-1,0,34,0
B07P8FNBST4,"May 29, 2024",-342.87,-360,0,1,1,0,-3,-3,0,0,0
B07P6CCGTN8,"May 29, 2024",-535.71,-600,0,7,7,0,-1,-1,0,0,0
B07R3ZKB7D8,"May 30, 2024","26,220","19,849","3,798",348,276,72,57,46.55,10.45,"19,062","2,779"
B07F5NCTN28,"May 30, 2024","29,400","16,160","6,184",753,560.55,192.45,84,61,23,"49,635","4,690"
B07F5M62172,"May 30, 2024","25,200","20,604",816,658,642.27,15.73,90,87,3,"2,807",173
B07R4XJ3HY1,"May 30, 2024","12,600","4,799","6,541",167,99.86,67.14,21,-4,25,"11,588","2,111"
B07HKF39CM8,"May 30, 2024","10,500","8,686",211,90,84.22,5.78,7,6,1,"1,517",61
B07PCPQ57N6,"May 30, 2024","9,600","4,530","4,110",153,112.97,40.03,20,8,12,"4,615",340
B07P9K4G8C2,"May 30, 2024","11,280","7,480",680,116,108.38,7.62,24,22,2,"1,746",79
B07MSNKFY56,"May 30, 2024","8,250","6,143","1,726",101,84.31,16.69,22,15,7,"2,205",350
B07HZR2CH33,"May 30, 2024","7,480","5,944","1,140",76,63.61,12.39,22,19,3,"2,684",129
B07P6CBN1W6,"May 30, 2024","7,500","1,652","4,948",223,156.19,66.81,20,3,17,"14,164",916
B07F5LZHVL1,"May 30, 2024","7,590","6,192",377,140,135.78,4.22,33,31.11,1.89,121,61
B07P8FP14D3,"May 30, 2024","6,660","2,714","3,613",451,328.69,122.31,37,18,19,"11,282",939
B07MC4NLVL3,"May 30, 2024","8,450","6,253",0,18,17.25,0.75,13,13,0,132,17
B07PBMCH2H1,"May 30, 2024","5,040","4,788",0,96,96,0,12,12,0,0,0
B07MQ635T45,"May 30, 2024","4,960","3,432",792,124,98.68,25.32,16,13,3,"3,532",213
B07MC4N9Z46,"May 30, 2024","4,560","1,874","2,230",177,138.41,38.59,24,13,11,"6,142",521
B07P9K4N5W2,"May 30, 2024","4,950","3,690",0,27,27,0,18,18,0,0,0
B07PBJNS5X9,"May 30, 2024","4,250",960,"2,682",94,56.95,37.05,17,6,11,"5,428","1,570"
B07R3ZJTTQ6,"May 30, 2024","4,640","3,520",0,29,28.31,0.69,16,16,0,68,0
B009YQB4ZG7,"May 30, 2024","3,850","2,475",990,95,88.67,6.33,7,5,2,412,35
B07P8FN6T23,"May 30, 2024","3,360","3,120",240,141,122.15,18.85,14,13,1,"3,823",181
B07HZN2SSH2,"May 30, 2024","3,600","3,060",0,31,30.16,0.84,6,6,0,237,10
B07R3ZJRTX8,"May 30, 2024","3,375","2,284",581,88,79.43,8.57,15,12.19,2.81,405,69
B07PBJCK8T6,"May 30, 2024","2,475","2,250",0,21,21,0,9,9,0,0,0
B07F5RZWH46,"May 30, 2024","2,400","2,164",0,56,56,0,6,6,0,0,0
B0855D88PV4,"May 30, 2024","2,475","1,370",617,69,54.51,14.49,11,8.46,2.54,"3,605",149
B07MQ63G912,"May 30, 2024","2,100","1,905",0,47,46.18,0.82,3,3,0,362,29
B07MQ635T34,"May 30, 2024","1,950","1,800",0,21,21,0,3,3,0,121,0
B07HZQN4SF7,"May 30, 2024","1,950","1,782",0,8,8,0,5,5,0,46,0
B07MC4N1WR6,"May 30, 2024","2,080",642,"1,126",122,98.76,23.24,13,5,8,"1,977",178
B0DNMQVKFL5,"May 30, 2024","2,870",848,865,56,34.53,21.47,7,4.38,2.63,"5,460",412
B07CGNCPKT6,"May 30, 2024","2,160","1,135",489,107,66.66,40.34,8,6,2,"9,812","1,023"
B07F5M3K1Y9,"May 30, 2024","1,800",329,"1,222",51,40.31,10.69,10,6,4,"2,543",128
B07R3ZKHYQ9,"May 30, 2024","1,800","1,187",333,106,87.6,18.4,10,8,2,"4,851",218
B0827TD1548,"May 30, 2024","1,890","1,440",0,33,32.27,0.73,9,9,0,152,10
B07SD4XCWV5,"May 30, 2024","1,750","1,406",0,68,68,0,10,10,0,632,0
B07R3ZFCZ48,"May 30, 2024","1,600","1,400",0,12,10,2,10,10,0,153,34
B07P8LWZ3L1,"May 30, 2024","1,530","1,350",0,19,19,0,3,3,0,0,0
B009YF17KE8,"May 30, 2024","1,500","1,320",0,15,14.42,0.58,3,3,0,21,2
B07P8FP3MN7,"May 30, 2024","1,290","1,200",0,10,10,0,3,3,0,6,0
B07R3TV8M37,"May 30, 2024","1,320","1,188",0,67,67,0,6,6,0,0,0
B07R4WTRN21,"May 30, 2024","1,320",520,620,42,31.96,10.04,3,-1,4,201,116
B07MQ62Z8H9,"May 30, 2024","1,170","1,062",0,68,68,0,6,6,0,93,0
B009XH17FS7,"May 30, 2024","1,050",666,333,24,20.67,3.33,3,2,1,"1,232",45
B07PBJTHK76,"May 30, 2024","1,320",966,0,42,42,0,6,6,0,237,0
B07R4VLZ379,"May 30, 2024","1,020",966,0,78,78,0,6,6,0,77,0
B07R4XRRRN2,"May 30, 2024","1,080",966,0,12,9.6,2.4,8,8,0,89,18
B07R4WHFG21,"May 30, 2024","1,050",960,0,16,16,0,6,6,0,0,0
B07R3ZJHJ37,"May 30, 2024","1,020",837,0,15,13.5,1.5,6,6,0,106,14
B07R3ZHZDL4,"May 30, 2024",900,540,270,33,27.5,5.5,6,4,2,732,45
B07PBLHPN85,"May 30, 2024","1,100",800,0,33,32.03,0.97,4,4,0,52,4
B07R4WMZB37,"May 30, 2024",810,768,0,21,21,0,6,6,0,0,0
B07R4VDDG12,"May 30, 2024",920,-300,"1,060",37,28.68,8.32,4,0,4,206,86
B0865X9LPW4,"May 30, 2024",860,735,0,1,1,0,2,2,0,0,0
B07R4VZLB53,"May 30, 2024",800,720,0,3,3,0,4,4,0,0,0
B07MFQQJ297,"May 30, 2024",840,690,0,18,18,0,6,6,0,36,0
B07P79D4LX8,"May 30, 2024",720,684,0,20,19.29,0.71,6,6,0,164,1
B08DNYNV919,"May 30, 2024",800,676,0,4,4,0,4,4,0,0,0
B07MFQQJ329,"May 30, 2024",700,650,0,6,6,0,1,1,0,0,0
B07MJBYPSF2,"May 30, 2024",650,626,0,1,1,0,1,1,0,0,0
B07HZQPP737,"May 30, 2024",650,617,0,4,4,0,1,1,0,0,0
B07MLXCYC83,"May 30, 2024",650,600,0,7,7,0,1,1,0,112,0
B07P6CCGTN8,"May 30, 2024",700,599,0,3,3,0,1,1,0,0,0
B07R3ZJDZ11,"May 30, 2024",600,520,0,6,6,0,4,4,0,0,0
B07PCP8B881,"May 30, 2024",510,510,0,0,0,0,3,3,0,0,0
B07P8FPC3Y2,"May 30, 2024",560,500,0,4,4,0,4,4,0,0,0
B009YQC4FK4,"May 30, 2024",500,475,0,2,2,0,1,1,0,0,0
B07MJBYFQY9,"May 30, 2024",500,55,397,34,25.5,8.5,2,0,2,"5,207",76
B07PBHV6TJ8,"May 30, 2024",430,409,0,0,0,0,1,1,0,0,0
B07P8FKBNZ3,"May 30, 2024",450,409,0,0,0,0,1,1,0,0,0
B07P8FP4MP7,"May 30, 2024",430,408,0,6,6,0,1,1,0,0,0
B009YQACGS9,"May 30, 2024",450,0,405,14,11.38,2.63,1,0,1,534,34
B07CGQW7M55,"May 30, 2024",450,400,0,5,5,0,1,1,0,0,0
B07P9H3FDJ2,"May 30, 2024",475,385,0,2,2,0,1,1,0,0,0
B07R4W54L84,"May 30, 2024",400,352,0,7,7,0,4,4,0,0,0
B07R3YRKXM3,"May 30, 2024",430,350,0,5,5,0,2,2,0,65,0
B07R4TQ4362,"May 30, 2024",460,320,0,4,4,0,2,2,0,0,0
B07R3YQZKW1,"May 30, 2024",350,300,0,5,5,0,2,2,0,0,0
B07HZNLDVV8,"May 30, 2024",360,300,0,3,3,0,1,1,0,0,0
B07PBHHXZG5,"May 30, 2024",400,300,0,17,17,0,1,1,0,68,0
B07P8FM88R7,"May 30, 2024",290,290,0,4,4,0,1,1,0,0,0
B07PBKKPWY7,"May 30, 2024",390,285,0,15,15,0,1,1,0,0,0
B07R4XJ54H2,"May 30, 2024",300,267,0,19,19,0,3,3,0,0,0
B07P9K4XCL2,"May 30, 2024",245,225,0,1,1,0,1,1,0,3,0
B07P9H4S9P5,"May 30, 2024",200,200,0,22,21.21,0.79,1,1,0,174,14
B07R4WL4474,"May 30, 2024",220,187,0,7,7,0,2,2,0,0,0
B07MQ62RNX6,"May 30, 2024",200,135,41,15,13.58,1.42,1,0.73,0.27,534,9
B07R4W3SXJ5,"May 30, 2024",180,160,0,8,8,0,1,1,0,0,0
B07MJBYT973,"May 30, 2024",200,151,0,12,12,0,1,1,0,0,0
B07MJBYM6K2,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FPB576,"May 30, 2024",0,0,0,2,2,0,0,0,0,15,0
B009YDXV9Q4,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3JKMJN5,"May 30, 2024",0,0,0,10,10,0,0,0,0,0,0
B07R3WLK685,"May 30, 2024",0,0,0,7,7,0,0,0,0,12,0
B07R3Z6VZ54,"May 30, 2024",0,0,0,3,3,0,0,0,0,0,0
B07MJBYPSW5,"May 30, 2024",0,0,0,1,1,0,0,0,0,0,0
B07F5TV8YM2,"May 30, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R3ZHFZL8,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P9K24MW1,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4TTH217,"May 30, 2024",0,0,0,1,1,0,0,0,0,0,0
B07MMMSXP62,"May 30, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4TV4SF5,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4V5NBR5,"May 30, 2024",0,0,0,9,9,0,0,0,0,0,0
B009YQ9AYI7,"May 30, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4V79GY6,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07M7DR8HR2,"May 30, 2024",0,0,0,27,26.59,0.41,0,0,0,100,1
B07PBJZ6C74,"May 30, 2024",0,0,0,8,8,0,0,0,0,67,0
B07P6CD2JZ5,"May 30, 2024",0,0,0,6,6,0,0,0,0,22,0
B07HZCYKFM1,"May 30, 2024",0,0,0,5,5,0,0,0,0,0,0
B07PBKLTVD4,"May 30, 2024",0,0,0,1,1,0,0,0,0,0,0
B07MSPG7NJ4,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FLW976,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4WMQ6R3,"May 30, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4WYM3D7,"May 30, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4WHFMS2,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4WBMSW6,"May 30, 2024",0,0,0,3,3,0,0,0,0,16,0
B07PHYB62D6,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4W6SXD9,"May 30, 2024",0,0,0,4,4,0,0,0,0,0,0
B07M7DRML55,"May 30, 2024",0,0,0,2,2,0,0,0,0,0,0
B07P6CCH3R5,"May 30, 2024",0,0,0,2,2,0,0,0,0,0,0
B07R4VBSL39,"May 30, 2024",0,0,0,4,4,0,0,0,0,0,0
B07R4V5W3K9,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07MSPKHCC7,"May 30, 2024",0,0,0,2,2,0,0,0,0,6,0
B07F5LYY254,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3JJGYW2,"May 30, 2024",0,0,0,7,7,0,0,0,0,0,0
B07R4XV29D2,"May 30, 2024",0,0,0,11,11,0,0,0,0,0,0
B07P8FNBST4,"May 30, 2024",0,0,0,1,1,0,0,0,0,0,0
B07R4TK5RB7,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3JJYZP6,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07VKSMD4K6,"May 30, 2024",0,0,0,9,9,0,0,0,0,0,0
B07MSQ5PKK1,"May 30, 2024",0,0,0,1,1,0,0,0,0,0,0
B07VQQ4QTM2,"May 30, 2024",0,0,0,0,0,0,0,0,0,54,0
B07HZPSGFS1,"May 30, 2024",0,0,0,10,10,0,0,0,0,0,0
B0823RGLLS2,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07P8FNG1B5,"May 30, 2024",0,0,0,2,2,0,0,0,0,17,0
B0827NR2R26,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R3JKC418,"May 30, 2024",0,0,0,3,3,0,0,0,0,0,0
B07F5LPDV79,"May 30, 2024",0,0,0,8,8,0,0,0,0,0,0
B07CGSNRC16,"May 30, 2024",0,0,0,4,4,0,0,0,0,5,0
B07R3JL7Q51,"May 30, 2024",0,0,0,7,7,0,0,0,0,0,0
B0827TGG5S7,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07HZPSGFT6,"May 30, 2024",0,0,0,0,0,0,0,0,0,0,0
B07R4X6FDG1,"May 30, 2024",-328.56,-345,0,2,2,0,-3,-3,0,0,0
B07F5NCTN28,"May 31, 2024","38,150","17,527","11,419",999,701.93,297.07,109,68,41,"55,436","6,396"
B07R3ZKB7D8,"May 31, 2024","24,380","16,021","6,209",412,319.13,92.87,53,37.47,15.53,"21,871","4,026"
B07F5M62172,"May 31, 2024","25,760","20,542","1,354",655,637.2,17.8,92,88,4,"3,920",204
B07PCPQ57N6,"May 31, 2024","10,080","1,879","7,193",154,107.98,46.02,21,-1,22,"5,364",476
B07R4XJ3HY1,"May 31, 2024","8,400","-2,756","10,316",176,85.93,90.07,14,-21.88,35.88,"11,628","2,826"
B07P8FP14D3,"May 31, 2024","7,380","4,655","2,565",398,309.36,88.64,41,26,15,"10,949",729
B07P9K4G8C2,"May 31, 2024","8,930","4,964","1,496",124,106.64,17.36,19,14,5,"2,263",190
B07PBJNS5X9,"May 31, 2024","7,500",-993,"7,413",122,59.76,62.24,30,-4.69,34.69,"11,207","2,703"
B07P8FN6T23,"May 31, 2024","5,760","4,010","1,750",174,137.19,36.81,24,16.62,7.38,"5,361",292
B07R3ZJRTX8,"May 31, 2024","6,750","5,348",382,85,78.76,6.24,30,28,2,775,43
